company,title,sentiment,relevance,confidence,published_at,source,url,reasoning
"Anthropic","Formalizing Fermat's Last Theorem","neutral","relevant","0.80","2026-09-04T18:35:51.000Z","Anthropic","https://news.google.com/rss/articles/CBMidkFVX3lxTFAyWFpGbGlCLVpoN2ZBUGs1UUZNSXJDaHNZNWZoV0g1RFVLc3BKbi1Nc2xVUWZ6SWZPR2JsanI3X1BIb25vZURqckE0Q1ltM1U3RnZXRkR1STVYei1VQ00tenotVjhNS0FfV2lIQ25WTXY5VlRPamc?oc=5","Company name matches article title, but no business or tech context"
"xAI","Musk’s xAI Fails to Block Minnesota’s AI ‘Nudification’ Law","negative","relevant","0.90","2026-09-04T18:31:00.000Z","Bloomberg Law News","https://news.google.com/rss/articles/CBMinAFBVV95cUxPR2hRYkNzVGVtVG5ITXhsTkdnYlB3TWxNU2FWa1lrU1VhRUVoQzJLMUtPc2pqeDM1SVdtdUR2N2daRzFwQk1LelNwSFplbThzRDVYMkdpWjdWdjhDeWNUVmgzZEkwMndiV2NoWVFMVVNlU3k4ZFBNYzlDY1drdkdhMTVXRFRzU2RUenR1RG9zVktzWWlKb3VmdlFGWGs?oc=5","xAI mentioned in headline and context of AI law"
"xAI","Judge rejects Musk bid to halt Minnesota ban on AI nudifying","negative","relevant","0.80","2026-09-04T18:30:31.000Z","Courthouse News","https://news.google.com/rss/articles/CBMilgFBVV95cUxOZnduN0FWeHRZYjE5aXJ1Uk9Rb0JwRzN6VXpsS21VQUplXzBXWUNvTDlvSXZzZmFhYnpkRDlVVXBOZkQ5a0tQbFdfWmJrU3psVUxzTlI2NkJRWkxCNmNjei15T0NKX1dtTjFOek5MRlREc1FvTGd5dk5xYmhsd3FzVDZSMTU4ZWpVUU55WFRMVEJ6MUtOQlE?oc=5","Musk's involvement implies xAI's AI technology is relevant to the ban"
"Astra","OpenAI launches GPT-6 Astra as company claims major leap towards AGI","neutral","irrelevant","0.80","2026-09-04T18:30:00.000Z","systemtek.co.uk","https://news.google.com/rss/articles/CBMiqAFBVV95cUxNeXpHVVhlN0pCYlhEUmZtT1lnWjg0ckdxRC12UzN6S2RCdmg5dGpZNGJrczFZUlYycnpBRDllWDgyQkxPYmd4Q2ppT0RfS3ViSC1PT3BOckVucXBTNzFoSGVsTmh5MDRUYTlEcnZFMnBQbzJRY2hVcVkzVWR0WlVDRnU2MXljMzQtalI2akFFZDBjMWVCMmVuVGw5ZTB3bng2c2x5V2czUG0?oc=5","Astra is a constellation, not the company"
"MeMed","Article","neutral","irrelevant","0.80","2026-09-04T18:08:55.000Z","Lovin Dublin","https://news.google.com/rss/articles/CBMiYEFVX3lxTE4xRzlTNUQySllaVU9FRUwyYWR0WHRhTEdGMC02bXBQVlhUemVpVDBHQmV5Y2xtSEpXNkMtOWJrOHB0RlBjbElnUnEwd0dnRGxIYk5rS3NNaktTZUxxTUxpSQ?oc=5","No information about MeMed in the snippet, likely a generic article"
"Overtime","ICYMI: WYMT ARH Sports Overtime","neutral","relevant","0.80","2026-09-04T18:05:00.000Z","WYMT","https://news.google.com/rss/articles/CBMicEFVX3lxTFBkX1JKT2J6X1V2UGI0S05EUThqUTVWRTV6RExPRnkzOFoxRHVjcUE1OWZubHZIUGtzaGp1TE8zZzlOcEE0OHQ5a2wwRGluS0UwSGZVdWdFWmtCWF9mbnQ1NkRaQ2thZXE3SlFRTG5LLXQ?oc=5","Routine mention of Overtime in a sports broadcast listing"
"Stripe","Anthropic’s efforts to build in-house payments tech could hurt Stripe: The Information","negative","relevant","0.80","2026-09-04T17:43:46.000Z","Seeking Alpha","https://news.google.com/rss/articles/CBMinAFBVV95cUxQS09QVGxPX0RpdkhFVWZONFdLWXdNVFZWSXhQaWVaOW9wQS1HWWNYOHBzb2hCLXZKZ3V3Y0dwMjh5OEQ0YmRlYjdWQXZGbjR4WDJyV2JSdnVTdmd2SGJzN0Q4N3E0UnA4ZnBEYXVzSGdndWlLSzVyQ2podjF6RWtPbVQ5aDBxWEVaby1pUFVnM2ZFbUNuY1FobVpRQ0c?oc=5","Article mentions potential threat to Stripe's business from Anthropic's in-house payments tech"
"Silo","Apple TV’s ‘Silo’ to return for fourth and final season on July 9, 2027","neutral","irrelevant","0.90","2026-09-04T17:30:55.000Z","MacTech.com","https://news.google.com/rss/articles/CBMiqwFBVV95cUxQLUF1SDg2c1o2TU5rbzhCSm1YTFExTDd3WF8yRFNUNnZSaWZ5cXk4SVMya21hMVRxbzNPZkFRWTJrYmNjVDNxNWVNRmIxXzRVVk8xcmdQRzBkXzVjNDBSblMxSlJET1o2OXBSZGVLZURUWk9hR1YzcE5haWx3bHd1UjFKU1BQMDF1SEpBS0doTEFpYnRQckdCa2l2c2hTakt1VjV2WW1tUXFZdVU?oc=5","TV show 'Silo' unrelated to OurCrowd portfolio company Silo"
"xAI","Judge rejects Musk-owned SpaceXAI’s bid to block deepfake ban","negative","relevant","0.90","2026-09-04T17:17:00.000Z","Politico","https://news.google.com/rss/articles/CBMirwFBVV95cUxNQnlJdWd0VDhPY0VLWW1ZMVNGdHBHbmhQN2NfejhPUGZZNHBmYzlTVDFnVGdUQTJHS1FTSlFDMDNGbnJ2NlVnWEFmUHU1SXZNR0FtOHNFaWJRdGZubF9mTHZOdFdMTGttM2szd1ozLWhSSFZ5NHpONTZCazM0LTRWa3pnX2JSdm1FN2hhUGI1WFNPaVpMc3M0ZHFaS0xlcGUxYl9YSGJudHo5cEozNEVz?oc=5","Article mentions Musk-owned SpaceXAI, a plausible connection to xAI"
"xAI","Judge lets Minnesota enforce anti-nudification app law over xAI objection as case proceeds","negative","relevant","0.80","2026-09-04T16:27:00.000Z","MPR News","https://news.google.com/rss/articles/CBMiygFBVV95cUxOR2Ridzc5TjhDVGlLdFZoZTlfWjRtODJCaGdkMHdNeHk1bTU3a2hXdGo3UzJkR2EtOHlXZ0lFTzBzNnRCVmJ5MlU5ek1xaVlSakhEQTlDWXM5Q0dsQ1ZjdFVHS1k5Tnk0Nmd6QzBOTThIZVlRVElVaE03NkhoRGNXaXgwMXo1RnpLVGcyOWZ1emY2QWNTQXo1eUk2Z0MxaV94eDB5VGp2ZEVHNFpOcUNjS210cWFKbDE0TDgzNHJPRGlSeS1iRDVqT05B?oc=5","Judge's ruling against xAI in a legal case"
"People.ai","The Human Connection Paradox: Why AI Makes People Matter More","positive","relevant","0.80","2026-09-04T16:23:14.000Z","raconteur.net","https://news.google.com/rss/articles/CBMikwFBVV95cUxNSDktNUFBN0VNRzZFZWZtWmNHRFhLTUtKSFdMVVFYaFl2X2dSMDBTMDNoYW5Jbkd1TXZIRGZFekRzLVV5QnJxVUlQU29xa2FRb1pZc09kbnVpZENrbkpNb2RLZ2RpbDBZbUkxZ2RoYjZXU3p1SlVXdGo2ZEhlaTdNT3g4a09sLTJnMTBtQzgtNFJRZm8?oc=5","Article discusses how AI enhances human connection, implying positive impact on People.ai's business prospects"
"OpenEvidence","OpenEvidence launches 4 medical AI models","positive","relevant","0.90","2026-09-04T16:20:39.000Z","TechTarget","https://news.google.com/rss/articles/CBMipgFBVV95cUxPTV80MERLX2pMT2VPYy1YN3pqTUhfZmZveTFnRU1wOTdVX1dGcWNiVzJoc3BNOHFLUFA4M0NVT2stYWpWWlZkb09YN2VNd2VsWXZ0OWlfOUNLZ1BhRkYwQjM1N0JrRFFFZV9scHJWc1VFSDd4bGc0aGoyR1R5WGtwcHRIRERMWGRuUkRNZUU2M3huS2MweEd1LVh5NGtBcHVydW9sWXFn?oc=5","Launch of AI models indicates product development and revenue growth potential"
"Rewire","Peptide Microdroplets Rewire the PD-1/PD-L1 Checkpoint in Resistant Colorectal Cancer","positive","relevant","0.90","2026-09-04T16:15:33.000Z","insideprecisionmedicine.com","https://news.google.com/rss/articles/CBMi2gFBVV95cUxPMExYOUlmRFd5TkxXbk9KQ3JkNGVXSWJXdTh1NVl6WVJTTjRIcVlBZTZTNU9iVDU3ajZxazNyOW5NRzZuaGV4LVBrczI0d19kc18zVzZGS0Y1MWkxc3RoclZuaVIyQ2NUYXpiN0lRRnBDa2xZSV9hYmlTM3M1N0hhNE9lN3NfWFAweE54NDJnZDcweWRnNmdidW45a05JSlVtZkpvUDdHVk9XNnIzNkVHczBfelg0OFVmdW8xbEJxMjVxSFl5MWo5aHJvX0hPV2N0Rk5IcmU4QWtNdw?oc=5","Article discusses Rewire's peptide microdroplets in cancer treatment, implying a positive development."
"xAI","Musk’s xAI loses court bid to block Minnesota's AI ‘nudification’ ban","negative","relevant","0.90","2026-09-04T16:08:35.000Z","Yahoo! Finance Canada","https://news.google.com/rss/articles/CBMifkFVX3lxTE5YdUZlMTBxdHhMNzZZaE5iUGJMeE5QQ05MUXFQMFQ3Q1NkTUdjRFJjdW5aT3NQNDA5RW94akNxem9Bb2d1WTBlVUQwTWVYd1plTHE5MjF2NUVIX0dBaW1TQjF2cklZZ1dCY3pHcGZFLXMwUDN0S1BDaTBKQUxNdw?oc=5","Court loss directly impacts xAI's business prospects in AI regulation"
"Alpha Tau","Alpha Tau: Approaching Massive Year-End; Pounding The Table On Potential GBM Breakthrough","positive","relevant","0.90","2026-09-04T15:56:47.000Z","Seeking Alpha","https://news.google.com/rss/articles/CBMixwFBVV95cUxPZFJSb1lXdjE0VFJEVWd6emJhV1JLMWM4cU5ZTVN4ZUlOaUdhcThZNHJILWllZmJZcDZJbmhMVVN6NmxEWS02aFgxNExsaUhfZGpQVlVoMWJkT2x0UTZJQkhEc3lWOFpTWnQtMTJScGwtVzE1ZUNIUmdtTkFPN2lyQUpLeDE3MERsVFEyWkFUTHBhV2xtaldIX2V0R0RCMjh5YnFhQUJzRS1lZXY2em9FU3VlTGk0LWRFeFg5ek5yamlxU1VibFFN?oc=5","Article specifically mentions Alpha Tau and its potential breakthrough in GBM treatment."
"Scale AI","AvePoint launches Kinetic Classification to scale AI governance","neutral","irrelevant","0.80","2026-09-04T15:47:11.000Z","scanx.trade","https://news.google.com/rss/articles/CBMivgFBVV95cUxNTTkzdlBNdVJEMldGZ2kxYmw0aWxFbUhYNDQtTFRjY1RnRVpVSUpzT045SzBqQ2NXMlpVTzNrZGZ5VXVxd05ZcVJvRmhsY0lTS1VfMy1SU29RaWtKUk5la3ViXzZ0QUoyRzlmRE9jcG5vVUxyM3FzclRYbUI1Sy1YVFhBWjZnZnljRlVMOEhCYVp1VUNFYnViU1QzcFlfeGxBaTB1Mm04NC1mangtRWZBODFxVDdhRHdmOUtYQ0p3?oc=5","No mention of Scale AI, but related to AI governance"
"Stoke Space","Trump White House just tossed a grenade into international space relations","neutral","irrelevant","0.80","2026-09-04T15:46:33.000Z","Ars Technica","https://news.google.com/rss/articles/CBMitwFBVV95cUxQOGZMTHl2TUdHOUlsaERRQVJiYm55cHJkWGJRRkZzYlNZWnFUNUtiUzRadUFrR2pOeWpOZW5yaFN2UXo1RkNNUFZqLXd6TVBwYmlBWktvcG1wUWhjQlk4QXdLcU5qZHRrRUg1T21KWUd3bjVBYWhzdzQ4ejFYejgySEJSQWdNOXU1UzNaLWhHVFdxMzlsU2xqWE1rYkt5Y3RjN0ZoZzBQU3lWQ3pPUXRHZmdNYzFVUkk?oc=5","Article discusses US space policy, not specifically Stoke Space"
"Stripe","Anthropic’s In-House Payments Tech Push Could Chip Away at Stripe","negative","relevant","0.80","2026-09-04T15:30:00.000Z","The Information","https://news.google.com/rss/articles/CBMilwFBVV95cUxQS3hHU0xTR1RaR1d6UGlFdGpkc3ZSaVUzRzh6emVsVC1FVV83TGQ1SHVUV1JWMWstaV9GVWZONWFyVmdrYmVMM0xld1c5TnlveXVfUTZHdTRYVUYxc0RubUpKcXV3ekF3N2VOdklrZlhEeW9wY1hLeU9faFpSUWtlMDN4ZDFqS184Z191VUJfekRlNGhjZmVF?oc=5","Anthropic's in-house payments tech is a direct competitor to Stripe"
"Guild","Applications open for 2027 Gold Service Scholarship","neutral","irrelevant","1.00","2026-09-04T15:27:36.000Z","| Craft Guild of Chefs","https://news.google.com/rss/articles/CBMiigFBVV95cUxPVWFZTDlUS2dpMUxNcmZfMXZlV09SX0doYnhNS0FUaDF4UDNuaGE1eG04MjQwQXlkZE4tNW5HLTNka3g1NTVhaG9OQ01QMVpXNEV4cEtLc1lkTFpSRU9aN3htUy1QN1J3MjVSOE5KU2E1c25YMWlxUGxfU2FjWURzMTYxbXVYdnNhTnc?oc=5","Guild is a professional guild for software developers, not chefs."
"Silo","Why energy’s future can’t be built in silos","neutral","irrelevant","0.80","2026-09-04T15:18:17.000Z","controlglobal.com","https://news.google.com/rss/articles/CBMi3AFBVV95cUxQNm41cXFfby1oYVpOc09WcWZtejVocHB4OFBaYTIwbXg4RTJrems4c01MY09WalpXUzJhaEd2TVVlYVY2MzFod19Dd09UZm9DVnlPQ2xkdDNRUVJjZXJOMGkxVEhjMm9BMUJMTzV6bV9CY3FuemRsNzlveE9MMmdNM1owYXpPbnJVX1dvS3ROSXJ2VHZPSWpUdUpvR1Y2Y1BuYVdfSW5wcndwN2ZqRWY3OFdLVEYzMnM0TXE0d0d5cDhwV2NFWEdFdy16WW0wZkx5RnFRQ2NOODZWSUdT?oc=5","Article uses 'silos' as a metaphor, not referring to the company Silo."
"People.ai","The AI Panic Is Forcing Developers To Prove Their Trailers Were Made By Humans","neutral","irrelevant","0.80","2026-09-04T15:00:04.000Z","Kotaku","https://news.google.com/rss/articles/CBMitAFBVV95cUxQWjY2VlFobVdWeU1XbGdXRHN4ZHdUNWFQWHpsWWtrVVRmSVR2YWxIZXJuSC1nUFlYMTVwTWprRkpWZTIzY1RqQU4xNUQ3ZS1aSzdoT3hSYzB6c2o4WkhIdDZJRk4wWGJQcU5lV2V5Z080ejl0VGlJcUMyOGo5ZUx2STYwZ1RPUzFkQkx5VFBjWEh5WFBqZ01ELUpMeEtEZ2hYY2xVX2RIeUIwelFDaVByeVB0alo?oc=5","Article discusses AI in game development, not People.ai's business"
"MasterClass","Negotiation Masterclass: Cowboys Fullback Gave Up The Number 40 To Von Miller In Exchange For Being Business Partners And 'Chicken For Life'","positive","relevant","0.80","2026-09-04T14:47:14.000Z","Barstool Sports","https://news.google.com/rss/articles/CBMivAFBVV95cUxPOGFGQXhwUE9wV3hqOHUyY19PTVhMdjJTUXhkNXptbHZ6b0FaM1RVS0FEakJCN196dDFSZHR5VHpkczlSdjZnSUNKZzVRTXdFMjlyRGhTdUgyYi0xQURpR1VIemRWVE5XdUU2ZW1JSllaY1g0SE5fVU5EZjNlWk5PekxNY084UTlJVXV4QS1QMEpoV3JTeU82MS1FR3JpdEpPUy1FNEhRNThxSnJwSmdlbFl0dU5aMGpMNU56UQ?oc=5","MasterClass is mentioned in a positive context, highlighting a business partnership and brand extension."
"MST","Missouri S&T, Insper establish partnership to expand international opportunities","neutral","irrelevant","0.90","2026-09-04T14:45:01.000Z","Missouri S&T","https://news.google.com/rss/articles/CBMitwFBVV95cUxPX2pMSVNYT0VQRTZOeW5yV0lKY2l5UWJQRkV3QmtZU3hQdUIyMEUwaHNTZjI0cXI5VFBEdnZPakVNLW1mTU83bVY1UWxNZXpjV3EtZHljTnhEYVZpMjhrMmlMMEVVcjVNYVpTdm93NjlpcVZqUE1BQVZ3elkwYXNCRUxWLUZNUXdlVlBTTmhrcWNRdG0wYWtOSGZ4Zm40MlJLSkdjV0hsaEFpelIzUWZvMHpoTEVTSFE?oc=5","Missouri S&T is a university, not the company MST"
"People.ai","US bishops focus on young people, AI in Labor Day message","neutral","irrelevant","0.80","2026-09-04T14:16:01.000Z","Arlington Catholic Herald","https://news.google.com/rss/articles/CBMiqgFBVV95cUxPQWpUWGlRNjNRa0lnTjlpUFJCNmE4aHNTNXA3UnlsX0lEeG81MTZ0OVBuamprakVmMFBOUmpPVUh6RTVVOGxBaVRiN09WZ1BjTjNPOHpxY0tFX2JCX29odlgwbkhheXQtSmljaXpxVG9OV3QtMHE2MWU0VGt0eFl5eG0tS3V3bl9HRENjQ1dpNUFTZG5KTUlWZ2oxUzE4VUtTcEoxOHExa1JHZw?oc=5","No mention of People.ai, but mentions AI in general context"
"Cerebras","Why is Cerebras Systems stock surging today?","positive","relevant","0.80","2026-09-04T14:03:17.000Z","Investing.com","https://news.google.com/rss/articles/CBMiqAFBVV95cUxPYkJybUthcmRzWWJfekdnTlJuaWJkOVFBRHJTbUVUMVQwYzRxV0sxWE9CR0x1OHVwTV80d09QMXF6ZDdFX2pQYkFwZVk0ek91TjZxWEUzRGQ0N25hMDl2czJ1QlZETzhVWDRVZENMMTJUX3dqRFRwMDR3V3R5QS1ZX1dzaVI5V0ROWGhUNWd3UV9zdFdaQjBoSGs4dUFmcU1kY0M3TlNJRTg?oc=5","Stock surge implies positive market reaction to company performance."
"Klook","Klook Opens Single-Link Creator Storefront To Full Network Of 30,000 Travel Creators","positive","relevant","0.90","2026-09-04T13:40:27.000Z","Net Influencer","https://news.google.com/rss/articles/CBMitAFBVV95cUxPQjRnT0h0c0o4VzhDR1BqUVAxWS1ROUdrTHVFUHpzY183cjctaDltUUU0WFB6QzBtRjlLeF9OanBqeGkxYnkyakt5eWp1ajgwS2N6bEJJOXc3MUJIZHBKTkFyVXRJUHl4TE55NXFjNVp2ZVgwWVBudFRNbjFXNEZsVUR0R3FKYVpUbmhMLUprR09TWGNhLTZkMUNkOHdmRDU5aVBaMWx1UnV5alRHWlBXXzAtLW8?oc=5","Klook's partnership with 30,000 travel creators is a positive development for the company."
"Spot AI","International Equities, AI Feature in Last Week’s Top Stories","neutral","irrelevant","0.80","2026-09-04T13:19:06.000Z","ETF Database","https://news.google.com/rss/articles/CBMikAFBVV95cUxPVS1fR0R0U0dFSm9IbjJ5X3FiX1hvUzk2TFlVX0ZxeVVMSFN1Z2xzcm9nRzRqNWtUY2hlSy1Bc2VPX2RndnR1RktFY0Nua2swOEtHQ2NjcWJIdFZnVDNwV2xOdm8yNkpiMDJrRGhGbnBCSkVoZ3JBUVRPc1dEejVwdEM2UUFLcDNTSi1VSDUyMVY?oc=5","Article mentions AI but context is ETFs, not Spot AI's business"
"Cyabra","Cyabra to present AI-driven digital trust solutions at Moody Capital 2026 conference in NYC","positive","relevant","0.90","2026-09-04T13:15:22.000Z","Pluang","https://news.google.com/rss/articles/CBMiqwFBVV95cUxObmZJSDEzbEtFZkk4YlYtaEhlRERhbmlaN01tdC03RzhzeTdaVjhfaWNRamQ3SmFLSElqRXRlZTNFYXBZOHNaRlJqQkJyaEV4LWJDT0JqeHBJSHhSOUNZTEVGTDlNNWdjcmFjZ3NwaDM1akV5UlNLc2JIN3hYbG9jWjhMRDVSajFfd3VxTEo3WDNSR2R1b0s4RkRUSXdzOWx2cjR0NTVjREhhdmc?oc=5","Presentation at a conference indicates product launch and market engagement"
"Cyabra","Cyabra Ltd to Present at the Moody Capital Solutions 2026 Disruptive Growth & Life Sciences Conference","neutral","relevant","0.80","2026-09-04T13:00:00.000Z","TradingView","https://news.google.com/rss/articles/CBMi9gFBVV95cUxNR2w5VWpNNVBONlRGRDZtdmF4blNlbHI4QlFwMzB4NGtWdlR1dWRfUXRpR000OWU4VWlDZEV3Y1MxaVZuRWRUZjVnVE5YekpjUnNLbnVEZ0FOUzh6d2lmQm5rRm9kVUFPZDg2V0VCNzZfV2tmMkpzbTN6QktxdFV1N0hyUHBBcWlkd1dMX0IzcER5ZEpBMXpTRE1SbFkzXy1VSGtUVXZXZjYzMXBfeTY0MnptWXpzY0J3bXRMRXdYN29Tb2Y5MVZFVW1GeV8zMWlyRWZ3MjhweXYweDBUX3FSWV9Ud04yaXhWTlh6M2NvR1dDTzZzQVE?oc=5","Routine conference announcement with no clear upside or downside."
"Cyabra","Cyabra’s AI platform for spotting fake accounts will be presented Sept. 10","positive","relevant","0.90","2026-09-04T13:00:00.000Z","Stock Titan","https://news.google.com/rss/articles/CBMiwAFBVV95cUxNYVQzZTlfZzE5eGpZWklxN2w0cGNjd3RvZEYzbVgyc0M1QnRiVUpwenJqdkY0ejhHaWhjNkZkeWVVejVpOTgwbzN4TV9JSkRYNG1GSjNmUTkyYjU5VjFIVjhlM2pQUE9iUnhFMkVSVFFrTm1UaWxqeDRzai1JQjh1UUlZQ3hGTDM3QURZelJ1YzFEVEJsa0FvMWhTQ1VtNGZpWVlMZHB0WndCT1MyQ1c5eUNsVU1iaXhxM2dHSXV1UDI?oc=5","Presentation of AI platform suggests product development and potential interest"
"Connected Energy","China Sanjiang Signs Connected Energy Management Deal for Storage Facility","positive","relevant","0.90","2026-09-04T12:48:30.000Z","TipRanks","https://news.google.com/rss/articles/CBMixAFBVV95cUxQMlFLenhYNmVuWUFmSHEwYU5FVndDT0lTSVZmb1YyVkxlQzl0X0pqZWNlMjFxR2xGdWJyUHFuMnZmaVZmY2tuOHdpWEJ6SE1aQWRuT2xNVTF3bEFhLTVOYXg2dnZKZnJtYlJGcFhDUGVYSElBWm5rTkN3aGxPZGFTd21UUDAtSU04d2JCakp3UTRzRlh3M3FQZXp1MS03aDk2dlFhbkIxM1E4dEpSell2VEpFN01McHNZMlU4c0hJS2Z3UXZ5?oc=5","Deal with China Sanjiang implies revenue growth and partnership for Connected Energy"
"Connected Energy","Zaptec and Kraken partner to expand connected energy services","positive","relevant","0.80","2026-09-04T12:17:18.000Z","EV Infrastructure News","https://news.google.com/rss/articles/CBMitwFBVV95cUxPeXM0Z1BrWHEyZlpzeTMyelp0R1otdlZxNENfVDFZYVRFSTJIdkJyNW9qRXQxRVFERTBHbEFJWV93TUF6TE5IclphMUVxcVdSVndaVVU2b2s2N0s3cF9oZEItRFZxYmg3bHBFa3ktWDFEWmdqMVl3UlFpTkNxRUZaNTRZdU1rZUhLN0ZMbnQzeWxsYTRUajI4Z2k1a3UtNDFxUGc0aUJVa254aVJXWHVhSVp3aWRIYTg?oc=5","Connected Energy's competitor Zaptec is partnering with Kraken."
"Ride Vision","DHOOTTRANS: Nearly 50% YoY revenue growth, 15% EBITDA margin, and robust EV segment expansion","positive","relevant","0.80","2026-09-04T12:05:04.000Z","TradingView","https://news.google.com/rss/articles/CBMihgJBVV95cUxQOGhQUTU0c3Utb3VNdXhUcjdmOWw0SDlfd21haWpka2llSXVOSmU1NTF2dEJmUzZLZ2VjcE44SnpjZFRyeFJoUVNYNHBUZVJuV2k5LTNBOVYzWnlZMHV0R2d0Z3ktR3BKbHBuQ3JUdmFJSmFKbTlKbFlvcUlhUGJoekh4dTRpRXNyWDBWT3hkb21ReVV5U3IxQTdrcFJlYkNoSEZaZGRuZVdZX1RhNHIyazJ3NEM5RV94eFpJMTBVZ3BJcnJuUHdtQW9oRHBIaGNZZU5RLW11bjFaOFNNVU42bHBSbmRiN1NtSk9reC1fMjhCVFNub1lrLURYakpMTGt5S2NmYTJR?oc=5","Article mentions specific revenue growth and EBITDA margin, indicating positive performance."
"OpenEvidence","Superestrella - Aitana (playback Con Notas) Openevidence (ZuIwdI1ily)","neutral","irrelevant","0.80","2026-09-04T11:45:16.000Z","Mshale","https://news.google.com/rss/articles/CBMiW0FVX3lxTE8tTVo3a3puTFdXTEtPVzAtWHg2Z05qMFhkZTJRR19ua3dIb0NfQ3plQXg5NmVPV2xhUVpOelRpTW5ndGNmS01CNU1xRFBxRnhHUnZkUnNXcVJ0bU0?oc=5","No context provided about OpenEvidence, just a random video title"
"CarDekho","2026 Kia Sorento Variant-wise Colour Options Detailed","neutral","relevant","0.80","2026-09-04T11:33:00.000Z","CarDekho","https://news.google.com/rss/articles/CBMipAFBVV95cUxPeWllbVM0OVNhb0xGTTdHakl5YkhZMUdqU0FQd01yUmlZbzdIdlRHa1N4aG4wZm16Q255ZGU5UVc4WmxsWUp0alVyNWFmRTQ5dWNySHhsY1B2V1N3cWsyb1BWQ0VuUGRwU3EtNFRpQzRZMVBnYWdkeHFlM3l2TG4wMTBnVXVYWFpaZzBiZ2p4QTVJUUs3SnRUNUxTZHRia2MxUFFNUtIBrAFBVV95cUxQYlM1d0liWnpKaHhINi00TTlveFRZS1hTekRkc2hQa2wxamJOSHltTjcydHpNdVBFV2dFY0stalVqZVo5UHVrZVI4MF9pVXEzVnkzZVlnZ0FXNzU4aFpObXdjbEpqRnRRRU9zUFlHUHp2dmN0VGVVdEI0MlcwWkVHMk5kWjg5Z3g4MWQ0ZUZWWGFGOEFtajg2SEpBOGFrY3ZldVRueDF2YlYwZ05F?oc=5","CarDekho is mentioned as the source of the information."
"Astra","OpenAI's GPT-6 Astra revives AGI debate as autonomy, cyber skills improve","positive","relevant","0.80","2026-09-04T11:14:09.000Z","Business Standard","https://news.google.com/rss/articles/CBMi2AFBVV95cUxNX19HeDdTQWJhTTg4ZjZZakl0WHZsOFNlYnp6ZkVDQm5ZaWd4SHNmZDFzWTl2cnVQQlhXdHp3S09oanBRT09obnVtbC1OYjdnVExFdFhkZGJ0cDVock5yWTZuNnZxa2tBdURmQUpTalRGQ0c4NERSSFl1VTJVMzJ6UFNiNV9PR3ZpN1VuWlBrWmV6dkVWTlpQZ3IxNlhFcWF5WTNWZkVMM0xRX0ZuYUVvaU5sekxhTml5T09nS0NJS1BfYnA3ZXFPeTNGV1RsR0J1eHhteENaaFXSAd4BQVVfeXFMUDlHY0lOdkVUOWY5TWVOejhGQXYybTZsOVQyclNnNzJyd2RRRXR0WE43UXU2OEVxVzNlcUZ3Tl9nTXlfVGZ1Mk94c2FrWkdkcVpTWFZyUmdYNnRXX0hLV0lMTXFDWGlMUVJ5VHJ2M21RVko4aUQtZEJKRk9Kekp5LXFzbDdFLUU2M0NpanNUOEpZVlN6U09CVGpabzlKazZ5VVQtSXZKU1NyQzdzRmJLUFBtYzBZMTZOSlpjUExvbV9JbGlXWFJyVThpbjQ3WHNUalFmLU9wdTlvS1hPQnRB?oc=5","Article mentions Astra in the context of OpenAI's GPT-6, implying a positive development"
"Astra","OpenAI’s GPT-6 Astra might be too powerful to understand or control","negative","relevant","0.80","2026-09-04T11:05:49.000Z","Transformer | Substack","https://news.google.com/rss/articles/CBMinwFBVV95cUxPTHEyR0o0V0l2SURvTlpDMzNBeUtzLXU3Vl95cGN5VHo3MUNrWEpKS244NnEwRmp3bm1QSlZTMkx5MW5xSV9SQzJPbGZJdF81QzJZMHF6c0xpTHdlcmxCbGF1WUpWX0dZc1R5SDNCUC1ETXRVR0E5TjlTUWRJdGZhY0lzS3dHV3BCenZQNVZQTlU2NGZLUDU5SGZncmtsOWc?oc=5","Article mentions Astra as a model, implying potential loss of control."
"Near","Financial Data Intelligence: The New Competitive Advantage","neutral","irrelevant","0.80","2026-09-04T11:00:00.000Z","Mexico Business News","https://news.google.com/rss/articles/CBMimgFBVV95cUxOSVd3S1lwMUxjMUkwdmRtNEgwSkhrcHJOV0xSZFZIZnQ4b2RJYlpDSW1qbVNQMmExMTJtWjV4dE1INEZpVGRMbXYza2tNUjFnMHBPbmxscjRIdVFFM3JuV0htNlVDTWgtYmptZl8tT3hDMHlLNGR6eEE3aWZGd2FVTnBXekNlOU9KZDBYLVF4S19ubUxTRFZ4WUx3?oc=5","No mention of Near, a fintech company, in the snippet."
"Astra","Sam Altman Apologizes as GPT-6 Astra Staged Launch Denies Paid Access","negative","relevant","0.90","2026-09-04T10:54:01.000Z","Unite.AI","https://news.google.com/rss/articles/CBMilgFBVV95cUxNOG5CMXZxNjZXNEQ1emIza2hBalFLRmVVcmwydzZWam0yYWdZcmloYUJ2dzBSUG1ZOHRWS3Q0aV90UnZ0d3diTWpTaUJBSTYwdjBWandyNDBtUTRMdXNOMl9BbWFpUHpvcUhTQWNjaTZkbFNiaV8wYXVGd2Y4UWFHSDhfZnhWYmZ0NG10UHpIQnF5dDZOWmc?oc=5","Article mentions Astra in the context of a staged launch and paid access, implying controversy"
